Kudos Date,Kudos Type,Parent ID
"Oct 23, 2018, 6:18:06 PM",Activity,1923085301
"Oct 23, 2018, 6:18:53 PM",Activity,1921812317
"Oct 23, 2018, 6:21:19 PM",Activity,1922576745
"Oct 24, 2018, 3:57:38 AM",Activity,1923907262
"Oct 24, 2018, 4:00:38 AM",Activity,1923873265
"Oct 24, 2018, 4:00:43 AM",Activity,1923558460
"Oct 24, 2018, 4:00:49 AM",Activity,1923831902
"Oct 24, 2018, 7:33:12 PM",Activity,1924583292
"Oct 24, 2018, 7:33:59 PM",Activity,1924755374
"Oct 24, 2018, 9:13:40 PM",Activity,1925312990
"Oct 24, 2018, 11:18:55 PM",Activity,1925554121
"Oct 25, 2018, 3:31:36 AM",Activity,1925710167
"Oct 25, 2018, 7:55:09 PM",Activity,1925982502
"Oct 25, 2018, 7:57:01 PM",Activity,1926597244
"Oct 25, 2018, 7:58:11 PM",Activity,1926721980
"Oct 25, 2018, 7:58:21 PM",Activity,1926570812
"Oct 26, 2018, 12:52:22 PM",Activity,1927384929
"Oct 26, 2018, 8:42:17 PM",Activity,1928399125
"Oct 26, 2018, 8:42:27 PM",Activity,1928401657
"Oct 27, 2018, 5:57:23 PM",Activity,1930557359
"Oct 27, 2018, 6:00:21 PM",Activity,1930383567
"Oct 27, 2018, 6:00:21 PM",Activity,1930345770
"Oct 27, 2018, 6:00:59 PM",Activity,1930170746
"Oct 27, 2018, 6:01:04 PM",Activity,1930232268
"Oct 27, 2018, 6:01:28 PM",Activity,1930220822
"Oct 27, 2018, 10:50:55 PM",Activity,1930144805
"Oct 29, 2018, 12:24:54 PM",Activity,1933256543
"Oct 29, 2018, 12:25:28 PM",Activity,1932156209
"Oct 29, 2018, 12:25:33 PM",Activity,1932557743
"Oct 29, 2018, 12:25:46 PM",Activity,1932366097
"Oct 29, 2018, 2:49:31 PM",Activity,1933997043
"Oct 29, 2018, 2:49:51 PM",Activity,1933968129
"Oct 29, 2018, 2:50:37 PM",Activity,1933968834
"Oct 29, 2018, 2:51:25 PM",Activity,1933839242
"Oct 29, 2018, 2:51:41 PM",Activity,1934053320
"Oct 29, 2018, 6:52:43 PM",Activity,1934422913
"Oct 30, 2018, 10:49:34 PM",Activity,1936523264
"Oct 30, 2018, 10:50:22 PM",Activity,1934664386
"Oct 31, 2018, 4:11:08 PM",Activity,1936843929
"Oct 31, 2018, 4:11:12 PM",Activity,1936598599
"Oct 31, 2018, 4:11:16 PM",Activity,1936695822
"Oct 31, 2018, 4:11:36 PM",Activity,1937445337
"Nov 1, 2018, 1:49:59 AM",Activity,1937625505
"Nov 1, 2018, 11:03:39 AM",Activity,1938829294
"Nov 1, 2018, 5:00:05 PM",Activity,1939398849
"Nov 1, 2018, 5:00:13 PM",Activity,1939238217
"Nov 1, 2018, 5:03:41 PM",Activity,1939668460
"Nov 2, 2018, 10:50:48 AM",Activity,1940314847
"Nov 3, 2018, 2:13:53 PM",Activity,1943242007
"Nov 3, 2018, 5:58:48 PM",Activity,1943283166
"Nov 3, 2018, 5:58:58 PM",Activity,1943152058
"Nov 3, 2018, 8:36:07 PM",Activity,1943916880
"Nov 3, 2018, 8:36:12 PM",Activity,1943688414
"Nov 3, 2018, 8:37:03 PM",Activity,1943302756
"Nov 3, 2018, 8:37:11 PM",Activity,1943344460
"Nov 3, 2018, 8:37:20 PM",Activity,1943528239
"Nov 3, 2018, 8:37:27 PM",Activity,1943809895
"Nov 4, 2018, 12:08:40 PM",Activity,1944394730
"Nov 4, 2018, 1:57:48 PM",Activity,1943346841
"Nov 4, 2018, 1:57:51 PM",Activity,1944414085
"Nov 4, 2018, 5:06:18 PM",Activity,1945677719
"Nov 5, 2018, 12:17:51 AM",Activity,1946548360
"Nov 5, 2018, 12:18:31 AM",Activity,1946362498
"Nov 5, 2018, 12:18:35 AM",Activity,1946536720
"Nov 5, 2018, 12:18:38 AM",Activity,1946123924
"Nov 5, 2018, 10:42:28 PM",Activity,1948296486
"Nov 5, 2018, 11:57:14 PM",Activity,1948332422
"Nov 5, 2018, 11:57:28 PM",Activity,1948101172
"Nov 5, 2018, 11:57:46 PM",Activity,1947488957
"Nov 5, 2018, 11:57:50 PM",Activity,1947539799
"Nov 5, 2018, 11:58:07 PM",Activity,1947359023
"Nov 5, 2018, 11:58:21 PM",Activity,1946840785
"Nov 7, 2018, 12:07:45 AM",Activity,1950222885
"Nov 7, 2018, 6:30:07 PM",Activity,1951173638
"Nov 7, 2018, 10:33:57 PM",Activity,1950513909
"Nov 8, 2018, 2:25:43 AM",Activity,1952113493
"Nov 8, 2018, 2:25:49 AM",Activity,1952137231
"Nov 8, 2018, 1:48:43 PM",Activity,1952867333
"Nov 8, 2018, 1:48:47 PM",Activity,1952938471
"Nov 8, 2018, 1:48:48 PM",Activity,1952936200
"Nov 8, 2018, 5:43:32 PM",Activity,1953093566
"Nov 10, 2018, 5:13:01 PM",Activity,1956810368
"Nov 10, 2018, 5:13:03 PM",Activity,1956782564
"Nov 10, 2018, 5:13:07 PM",Activity,1956645747
"Nov 10, 2018, 5:13:12 PM",Activity,1956657897
"Nov 10, 2018, 5:32:03 PM",Activity,1956931690
"Nov 10, 2018, 5:35:37 PM",Activity,1956673269
"Nov 10, 2018, 5:35:53 PM",Activity,1955733540
"Nov 11, 2018, 2:40:48 PM",Activity,1957748612
"Nov 11, 2018, 6:20:16 PM",Activity,1959009883
"Nov 11, 2018, 6:20:25 PM",Activity,1959229630
"Nov 11, 2018, 6:23:33 PM",Activity,1959094904
"Nov 11, 2018, 9:51:02 PM",Activity,1959031119
"Nov 11, 2018, 11:30:58 PM",Activity,1959673037
